index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
507719,a101774_e70-3572 partial surrender 2014_10529513_42,a101774_e70-3572 partial surrender 2014_10529513.json,101774,77,Partial Surrender,42,"The drill contractor Yearlong Contracting Pty Ltd utilised a tractor-mounted vacuum drilling mechanism to drill 48 mm diameter holes. Holes were drilled on an initial 160 metre by 160 metre spacing. Where drilling intersected significant thicknesses of laterite drilling was infilled to 80 metre spacing. Samples were collected at 0.5 metre intervals in the vacuum flask and the entire sample was submitted to Nagrom in Kelmscott, WA for analysis. Samples are initially assayed using Fourier Transform InfraRed Spectroscopy (FTIR) and those samples showing inferred Available Al2O3 (Av.Al2O3) greater than 25% are further assayed using BOM digest to test for Av.Al2O3 and Reactive SiO2 (Re.SiO2).",significant,False,High,charlie,41,43
508294,a101809_e47_1763_2013ps_15789857_31,a101809_e47_1763_2013ps_15789857.json,101809,38,Partial Surrender,31,"The majority of MMIF outcrop is of the Nammuldi Member with limited exposure of McLeod and Mount Newman members. Most of the Mt Newman exposures are mineralised and localised mineralisation is also seen throughout the Nammuldi member. E47/1763 also is comprised of outcropping Dales Gorge Member of the Brockman Iron Formation which has been prospective for mineralisation in FMG's Sheila Valley prospect to the north, however none of this ground was surrendered. Table 1: Geology Summary Tenement Activity Holes Drilled (Surrendered Blocks) Metres Drilled (Surrendered Blocks) E47/1763 (19 blocks dropped) Geological reconnaissance and mapping, RC Drilling, downhole geophysical surveying 105 3734 Publicly available data and historic exploration reports were compiled.","prospective, mineralisation, prospect",False,High,charlie,31,33
508870,a101907_hp_2014a_14858113_66,a101907_hp_2014a_14858113.json,101907,82,Annual,66,"A total of 86 RAB drillholes were conducted, including 16 holes drilled within the E4503729 tenement area (Figure 7). Most holes reached to the weathered lower saprolitic bedrock. The Normandy holes did not intersect significant mineralisation. A summary of the historical drilling is included in Table 3. This report describes exploration activities for gold and base metals undertaken by Ming Gold Limited during the year 26 February 2013 to 25 February 2014.","significant, mineralisation",False,High,charlie,66,66
509913,a101993_c115_2010 webbs patch combined report_2014_11614552_11,a101993_c115_2010 webbs patch combined report_2014_11614552.json,101993,95,Annual,11,"Doray Minerals tenements at Webbs Patch . 6 Table 2: Previous work completed by historic explorers at Black Tank Well . 11 Table 3 - Anomalous soil sample results (greater than 20ppb Au) . 14 List of Figures Figure 1: Webbs Patch Tenement Package with solid geology interpretation . 7 Figure 2: Tectonic division of the Yilgarn Craton, showing subdivisions into terranes and domains (modified from Cassidy et al., 2006).",anomalous,False,High,charlie,11,12
514307,a102369_dmp arv e08-1609 finalsurrender report 06jun14_14382819_366,a102369_dmp arv e08-1609 finalsurrender report 06jun14_14382819.json,102369,601,Final Surrender,366,"Kaolin group - significant for mineral exploration; useful in defining argillic style alteration and mapping regolith deposits. Illite-muscovite-smectite - common minerals in the surficial environment and useful for geological mapping; components of phyllic and argillic style alteration. Mg-OH / carbonate - significant in that LANDSAT TM is incapable of detecting these minerals directly; major components of geological units and ore systems. Comparison of ASTER bands with LANDSAT and SPOT The bands are not narrow enough to discriminate between minerals in these groups however the SWIR data can usually discriminate between the four groups. Hyperspectral data where the short wave infrared is covered by hundreds of narrow wavelength bands and is usually collected by scanners from aircraft, can discriminate the individual minerals.",significant,False,High,charlie,366,367
514320,a102369_dmp arv e08-1609 finalsurrender report 06jun14_14382819_456,a102369_dmp arv e08-1609 finalsurrender report 06jun14_14382819.json,102369,601,Final Surrender,456,"5(a) coincides with a magnetic low and is shown on the Winning Pool sheet as a small pluton of porphyritic biotite granodiorite, adamellite and granite. The extensive areas underlain by Mesoproterozoic Bangemall Basin sediments shown in Fig. 7 are almost all composed of monotonous, well-exposed, light-toned, variably bedded dolostone, siltstone, sandstone and conglomerate of the Irregully Fm (map unit Pbw), which is folded into open NNW-SSE and NNE-SSW structures and intruded by extensive dolerite dykes along the same directions. In the north of the study area, a local dark siltstone marker (map unit Pbwd) has been differentiated within the monotonous dolomites. Locally a basal, well-bedded clastic unit (Yilgetharra Fm, map unit Pby) is present, which is composed of sandstone, siltstone, conglomerate, and forms prominent hogbacks and scarps.",extensive,False,High,charlie,456,457
515033,a102426_c244_2008 final surrender report_11550589_129,a102426_c244_2008 final surrender report_11550589.json,102426,664,Final Surrender,129,All samples were submitted to Ultratrace for aqua-regia digest with a full ICP finish. Locations of the geochemical soil sampling are detailed in a text file at the end of the report and shown on Plate 1.,potential,True,Low,charlie,129,130
515765,a102457_final_surrender_web_e58_383_12820189_33,a102457_final_surrender_web_e58_383_12820189.json,102457,70,Final Surrender,33,A BLEG soil sampling programme was carried out over an area containing the past mine workings 40 samples collected.,"potential, mineralisation",True,High,charlie,33,33
517013,a102535_final surrender report bannockburn project  e37-1010_16368979_100,a102535_final surrender report bannockburn project  e37-1010_16368979.json,102535,135,Final Surrender,100,"Based on previous explorers bedrock maps derived from a combination of geophysics and drill hole data potential gold mineralisation targets exist along the sheared margin of the granite in the eastern parts of the tenement. Targets of particular interest exist where cross cutting structures and dykes intersect this sheared margin. SMLs fieldwork consisted of two MMI soil geochemical sample programs, which succeeded in identifying areas of anomalous gold response. There is a general north-south trend to the anomalism, which may represent structures within the granitoid, that trends on to the Bannockburn Mine Lease. The likely next step in the exploration program would be targeted RC drilling of the strongest MMI gold anomalism.",anomalous,False,High,charlie,100,101
518181,a102639_e09_1325_2014p2_10005775_45,a102639_e09_1325_2014p2_10005775.json,102639,107,Partial Surrender,45,A new JORC compliant resource estimate was completed by RungePincockMinarco in April 2013.,"prospects, patchy, mineralisation",True,Low,charlie,45,45
519657,a102730_e74_1547_2014s_rpt_12045497_135,a102730_e74_1547_2014s_rpt_12045497.json,102730,147,Final Surrender,135,This area was deemed more prospective for gold than nickel. The samples were analysed for gold and multi-elements. The best result was 22ppb Au.,"possible, possible",True,Low,charlie,135,137
519994,a102764_e52-1581 - final report 2014 - 17jul14_8682027_95,a102764_e52-1581 - final report 2014 - 17jul14_8682027.json,102764,132,Final Surrender,95,"Unpublished CSA report for Padbury Mining. Uranium potential of Desert Resources Tenements, Peak Hill District, Western Australia. Unpublished CSA report for Padbury Mining.",potential,True,Medium,charlie,94,96
522209,a102951_c261_1997_2014s_9554490_261,a102951_c261_1997_2014s_9554490.json,102951,3993,Final Surrender,261,Both Fixed Loop Transient Electromagnetic (FLTEM) and Moving Loop Transient Electromagnetic (MLTEM) ground surveys were completed in areas of interest within the Project area during late 2010 to mid 2011. Geophysical reviews by Ben Jones of Southern GeoScience Ltd (SGC) were carried out on EM and gravity data generated by the surveys for HR Forrestania P/L on the Forrestania Project. A gravity survey was completed over the part of the Beautiful Sunday West (BSW) prospect. Fixed Loop Transient Electromagnetic (FLTEM) surveys were completed in August 2010 and June 2011. The August 2010 survey was conducted by GEM geophysics over the EM-T5 anomaly (western ultramafic unit) of the Stormbreaker prospect trialling a SAMSON sensor to enable detection of economic conductors in a highly conductive environment.,prospect,False,High,charlie,261,261
526170,a103249_2014 combined annual report - manjimup_16369299_71,a103249_2014 combined annual report - manjimup_16369299.json,103249,82,Annual,71,"Scout drilling and sampling of the duricrust revealed significant deposits in the Jarrahdale-Dwellingup region to the south-east of Perth, which were later exploited after Aluminium Company of America (Alcoa) joined the WANL venture to become Alcoa World Alumina Australia in 1977.","significant, discovered",True,High,charlie,71,71
